id,marca,modelo,ano,quilometragem,ultimo_reparo,qntd_reparos,cambio
5866,Subaru,Tribeca,2020,57665,2024-08-19,5,Manual
5867,Honda,Accord,2021,259596,2024-08-23,10,Automático
5868,Honda,Insight,2007,54716,2024-08-10,5,Manual
5869,BMW,740i,2020,135743,2024-09-05,12,Manual
5870,Mitsubishi,Montero,2015,22034,2024-05-08,1,Automático
5871,Chevrolet,Trailblazer,2010,190625,2024-09-07,16,Manual
5872,Honda,City,2012,72287,2024-05-17,2,Automático
5873,Renault,Zoe,2010,58297,2024-08-02,5,Manual
5874,Nissan,370Z,2008,24940,2024-05-03,1,Automático
5875,Nissan,Versa,2016,96903,2024-09-06,6,Manual
5876,Mitsubishi,Galant,2019,94890,2024-09-01,8,Manual
5877,Toyota,Land Cruiser,2010,122269,2024-07-20,4,Automático
5878,Ford,Focus,2008,189811,2024-09-08,7,Automático
5879,Mitsubishi,Outlander,2008,27335,2024-06-29,2,Manual
5880,Nissan,Versa,2021,141996,2024-08-27,11,Manual
5881,Mitsubishi,Montero,2011,257006,2024-08-29,8,Automático
5882,Nissan,Frontier,2016,133316,2024-07-01,4,Automático
5883,Toyota,Land Cruiser,2012,116342,2024-08-23,7,Manual
5884,Toyota,Corolla,2013,264124,2024-08-11,8,Automático
5885,Subaru,BRZ,2018,64427,2024-06-21,2,Automático
5886,Fiat,Bravo,2020,66137,2024-08-03,2,Automático
5887,Mercedes-Benz,CLA,2007,46941,2024-07-06,4,Manual
5888,Nissan,Frontier,2014,126579,2024-08-17,10,Manual
5889,BMW,320i,2016,9317,2024-08-02,2,Manual
5890,Fiat,Fiorino,2016,206506,2024-09-08,8,Automático
5891,Hyundai,Kona,2022,243309,2024-09-04,8,Automático
5892,Volkswagen,Passat,2012,116737,2024-08-28,3,Automático
5893,Kia,Niro,2020,282315,2024-08-15,10,Automático
5894,Jeep,Compass,2020,166455,2024-08-30,16,Manual
5895,Renault,Mégane,2021,147780,2024-09-06,5,Automático
5896,Subaru,XV,2007,147482,2024-08-12,12,Manual
5897,Honda,CR-V,2010,61094,2024-08-01,2,Automático
5898,Jeep,Grand Cherokee,2012,80431,2024-06-08,2,Automático
5899,Ford,EcoSport,2007,106317,2024-08-16,3,Automático
5900,Mercedes-Benz,G-Class,2012,243480,2024-08-09,8,Automático
5901,Ford,F-150,2022,106099,2024-08-23,8,Manual
5902,Hyundai,Santa Fe,2019,74012,2024-08-20,5,Manual
5903,Volkswagen,Jetta,2019,208012,2024-08-21,7,Automático
5904,Ford,Focus,2010,125440,2024-08-16,11,Manual
5905,BMW,Z4,2018,14882,2024-08-25,1,Automático
5906,Renault,Clio,2019,67093,2024-06-17,2,Automático
5907,Mitsubishi,Lancer,2020,274306,2024-08-14,9,Automático
5908,Toyota,Etios,2012,215561,2024-08-06,8,Automático
5909,BMW,X3,2020,196480,2024-09-07,17,Manual
5910,Honda,Odyssey,2022,23629,2024-04-01,1,Automático
5911,Peugeot,208,2018,20624,2024-08-20,1,Manual
5912,Kia,Stonic,2020,160242,2024-08-26,13,Manual
5913,Peugeot,Boxer,2016,234060,2024-09-07,23,Manual
5914,Peugeot,301,2010,271344,2024-08-28,25,Manual
5915,Kia,Sportage,2017,157811,2024-08-20,11,Manual
5916,Hyundai,Kona,2014,36797,2024-03-16,1,Automático
5917,Chevrolet,Onix,2015,173753,2024-07-25,6,Automático
5918,Hyundai,Elantra,2012,68074,2024-07-03,2,Automático
5919,Honda,Fit,2015,167497,2024-08-27,16,Manual
5920,Mercedes-Benz,A-Class,2011,281731,2024-08-09,10,Automático
5921,Subaru,Ascent,2013,128254,2024-09-03,8,Manual
5922,Jeep,Renegade,2022,9347,2024-08-10,2,Manual
5923,Volkswagen,Polo,2011,227480,2024-08-29,17,Manual
5924,BMW,i3,2017,45703,2024-05-10,1,Automático
5925,BMW,118i,2016,143764,2024-08-06,9,Manual
5926,Honda,Odyssey,2012,36282,2024-06-14,3,Manual
5927,Hyundai,Tucson,2007,70168,2024-08-08,7,Manual
5928,Subaru,Tribeca,2009,210753,2024-08-24,17,Manual
5929,Mitsubishi,Galant,2011,89632,2024-08-14,7,Manual
5930,Ford,EcoSport,2019,119615,2024-08-04,9,Manual
5931,Honda,CR-V,2020,254740,2024-09-01,19,Manual
5932,Jeep,Renegade,2022,296046,2024-09-05,27,Manual
5933,Subaru,Forester,2014,38886,2024-06-01,1,Automático
5934,Fiat,Toro,2012,277469,2024-09-05,10,Automático
5935,Jeep,Renegade,2020,105523,2024-08-26,4,Automático
5936,Kia,Soul,2015,114546,2024-08-02,3,Automático
5937,Fiat,Uno,2016,260329,2024-08-31,17,Manual
5938,Volkswagen,Amarok,2023,253316,2024-08-09,10,Automático
5939,Jeep,Patriot,2011,125167,2024-08-22,4,Automático
5940,Subaru,XV,2013,99036,2024-08-29,9,Manual
5941,Kia,Cerato,2011,224417,2024-08-28,8,Automático
5942,Peugeot,Expert,2019,203728,2024-09-01,17,Manual
5943,Toyota,C-HR,2012,42341,2024-05-21,1,Automático
5944,Renault,Kwid,2014,142913,2024-09-08,13,Manual
5945,Hyundai,Azera,2010,21850,2024-04-21,1,Manual
5946,Jeep,Wrangler,2007,24277,2024-08-28,2,Manual
5947,Toyota,Fortuner,2011,201284,2024-08-29,20,Manual
5948,Jeep,Patriot,2011,146021,2024-07-19,4,Automático
5949,Fiat,Uno,2009,121701,2024-08-29,8,Manual
5950,Hyundai,Creta,2008,51438,2024-08-29,1,Automático
5951,Toyota,Corolla,2022,7109,2024-07-09,1,Manual
5952,Peugeot,508,2017,272363,2024-08-19,10,Automático
5953,Mitsubishi,Galant,2015,65671,2024-08-21,5,Manual
5954,Toyota,Camry,2019,122213,2024-09-08,12,Manual
5955,Nissan,Altima,2021,91987,2024-09-02,9,Manual
5956,Ford,Kuga,2020,28092,2024-07-18,2,Manual
5957,Ford,F-150,2008,16505,2024-08-09,1,Manual
5958,Peugeot,Expert,2019,98246,2024-07-16,3,Automático
5959,Fiat,Tipo,2014,174973,2024-08-02,5,Automático
5960,Hyundai,Sonata,2014,136534,2024-07-20,4,Automático
5961,Subaru,Tribeca,2015,60739,2024-08-14,4,Manual
5962,Volkswagen,Amarok,2016,8837,2024-06-03,2,Manual
5963,Mitsubishi,Outlander,2023,107693,2024-08-21,9,Manual
5964,Volkswagen,Jetta,2021,276808,2024-09-07,27,Manual
5965,Volkswagen,Touareg,2020,83778,2024-07-14,3,Automático
5966,Fiat,Strada,2019,153982,2024-08-19,12,Manual
5967,Ford,Explorer,2023,244299,2024-09-04,19,Manual
5968,Renault,Kwid,2008,46706,2024-06-02,1,Automático
5969,Volkswagen,Virtus,2017,263925,2024-08-15,9,Automático
5970,Fiat,Tipo,2011,93463,2024-08-17,8,Manual
5971,Nissan,370Z,2022,220879,2024-09-02,19,Manual
5972,Nissan,Titan,2018,19847,2024-07-09,1,Automático
5973,Peugeot,301,2012,85936,2024-09-01,6,Manual
5974,Peugeot,Expert,2009,288218,2024-09-04,26,Manual
5975,Toyota,C-HR,2019,97360,2024-08-18,3,Automático
5976,Mercedes-Benz,GLC,2021,169174,2024-08-19,16,Manual
5977,Subaru,BRZ,2020,29144,2024-07-24,1,Automático
5978,Volkswagen,Passat,2022,111426,2024-07-25,3,Automático
5979,Peugeot,Boxer,2020,46767,2024-08-09,4,Manual
5980,Nissan,March,2012,182429,2024-08-21,14,Manual
5981,Honda,Odyssey,2021,115988,2024-08-07,10,Manual
5982,BMW,M3,2008,248970,2024-09-03,9,Automático
5983,Kia,Sorento,2023,114438,2024-08-20,3,Automático
5984,Subaru,Crosstrek,2022,99204,2024-07-06,3,Automático
5985,Mitsubishi,Outlander,2020,49360,2024-07-29,3,Manual
5986,Hyundai,HB20,2022,91271,2024-08-21,3,Automático
5987,Chevrolet,Cobalt,2019,40264,2024-08-20,2,Manual
5988,Mercedes-Benz,CLA,2018,239174,2024-08-31,16,Manual
5989,Nissan,Frontier,2017,218637,2024-08-18,7,Automático
5990,Mitsubishi,Pajero,2012,109947,2024-08-20,3,Automático
5991,Chevrolet,S10,2014,29413,2024-03-28,1,Manual
5992,Hyundai,Veloster,2008,29741,2024-08-23,2,Manual
5993,Subaru,Ascent,2019,226787,2024-09-06,22,Manual
5994,Fiat,Uno,2016,32923,2024-08-05,3,Manual
5995,Volkswagen,Arteon,2013,121009,2024-07-14,4,Automático
5996,Renault,Duster,2015,184110,2024-08-23,6,Automático
5997,Mercedes-Benz,G-Class,2012,18265,2024-06-25,1,Automático
5998,Subaru,WRX,2017,154616,2024-08-29,14,Manual
5999,Peugeot,Partner,2008,40045,2024-06-23,1,Automático
6000,Honda,Insight,2016,272289,2024-09-08,19,Manual
6001,Jeep,Liberty,2008,15263,2024-05-12,1,Automático
6002,Chevrolet,Camaro,2010,147857,2024-08-23,11,Manual
6003,Mercedes-Benz,GLA,2016,178420,2024-08-03,5,Automático
6004,Mercedes-Benz,E-Class,2013,112241,2024-07-09,3,Automático
6005,Mercedes-Benz,GLA,2020,293150,2024-09-04,29,Manual
6006,Peugeot,208,2016,36938,2024-07-11,2,Manual
6007,Volkswagen,Virtus,2009,286218,2024-09-06,11,Automático
6008,Fiat,Mobi,2008,249151,2024-09-01,23,Manual
6009,BMW,118i,2007,81331,2024-07-23,3,Automático
6010,Fiat,Mobi,2016,244210,2024-09-02,22,Manual
6011,Chevrolet,Onix,2019,189462,2024-08-23,7,Automático
6012,Nissan,Rogue,2008,255140,2024-08-16,8,Automático
6013,Hyundai,Azera,2011,216229,2024-09-03,20,Manual
6014,Hyundai,Santa Fe,2016,184860,2024-09-02,6,Automático
6015,Chevrolet,S10,2022,182452,2024-08-08,6,Automático
6016,Honda,City,2015,48982,2024-06-06,1,Automático
6017,Peugeot,508,2007,106714,2024-07-08,4,Automático
6018,Subaru,BRZ,2022,6989,2024-08-08,1,Manual
6019,Mercedes-Benz,C-Class,2017,293128,2024-08-20,11,Automático
6020,Nissan,Kicks,2021,173611,2024-08-13,12,Manual
6021,Nissan,March,2010,156287,2024-07-28,6,Automático
6022,Mitsubishi,L200,2015,39250,2024-06-20,2,Manual
6023,Mercedes-Benz,A-Class,2019,157201,2024-07-29,5,Automático
6024,Ford,Fusion,2017,19598,2024-08-16,2,Manual
6025,Mercedes-Benz,S-Class,2017,200033,2024-08-25,8,Automático
6026,Jeep,Wrangler,2012,276206,2024-09-02,27,Manual
6027,Chevrolet,S10,2017,140887,2024-08-24,5,Automático
6028,Kia,Optima,2023,172057,2024-09-04,11,Manual
6029,Subaru,Outback,2022,88833,2024-07-30,6,Manual
6030,Honda,Fit,2022,133790,2024-08-25,11,Manual
6031,Ford,F-150,2008,79873,2024-08-05,6,Manual
6032,Honda,Odyssey,2010,265584,2024-08-27,26,Manual
6033,Kia,Stonic,2008,298262,2024-08-26,10,Automático
6034,Mercedes-Benz,C-Class,2022,199239,2024-08-20,6,Automático
6035,Honda,Fit,2009,41871,2024-06-09,1,Automático
6036,Peugeot,Expert,2018,83539,2024-08-19,2,Automático
6037,Kia,Soul,2012,269841,2024-08-18,9,Automático
6038,Hyundai,Elantra,2014,138438,2024-09-07,5,Automático
6039,Honda,HR-V,2008,82490,2024-08-21,7,Manual
6040,Kia,Optima,2020,52987,2024-08-06,4,Manual
6041,Nissan,370Z,2008,167625,2024-07-20,6,Automático
6042,Chevrolet,Cobalt,2019,115984,2024-07-27,7,Manual
6043,Peugeot,508,2021,45133,2024-09-03,4,Manual
6044,Honda,Fit,2007,140389,2024-08-27,9,Manual
6045,Honda,CR-V,2011,150235,2024-09-03,10,Manual
6046,Mercedes-Benz,S-Class,2011,295246,2024-09-08,25,Manual
6047,Peugeot,5008,2013,223553,2024-09-04,21,Manual
6048,BMW,X1,2021,37918,2024-08-26,3,Manual
6049,Chevrolet,Trailblazer,2017,11268,2024-03-27,1,Automático
6050,Ford,F-150,2012,134509,2024-09-03,11,Manual
6051,Renault,Talisman,2009,137869,2024-08-20,4,Automático
6052,Peugeot,508,2009,86126,2024-08-02,8,Manual
6053,Nissan,Navara,2008,248255,2024-08-28,9,Automático
6054,Fiat,Strada,2023,269569,2024-09-05,10,Automático
6055,Volkswagen,Jetta,2020,221064,2024-08-10,7,Automático
6056,Toyota,Land Cruiser,2018,238624,2024-08-29,21,Manual
6057,BMW,740i,2016,191608,2024-09-01,13,Manual
6058,Honda,Insight,2017,188290,2024-08-27,13,Manual
6059,BMW,740i,2013,35261,2024-08-10,1,Automático
6060,Honda,Accord,2016,111213,2024-08-14,4,Automático
6061,Ford,Fiesta,2016,46377,2024-04-05,1,Automático
6062,Renault,Kwid,2014,193437,2024-08-30,6,Automático
6063,BMW,i3,2022,180376,2024-07-27,7,Automático
6064,Nissan,Navara,2022,139892,2024-09-03,11,Manual
6065,Toyota,Land Cruiser,2020,172574,2024-08-25,16,Manual
6066,Chevrolet,Trailblazer,2014,91067,2024-06-14,3,Automático
6067,Subaru,BRZ,2009,18484,2024-05-30,2,Manual
6068,Kia,Soul,2012,294957,2024-08-26,10,Automático
6069,Renault,Duster,2023,17354,2024-07-05,1,Manual
6070,Mitsubishi,Lancer,2007,186221,2024-08-21,6,Automático
6071,Volkswagen,Gol,2009,8667,2024-09-08,1,Automático
6072,Honda,Accord,2017,133386,2024-08-30,9,Manual
6073,Peugeot,3008,2022,63781,2024-05-25,2,Automático
6074,Volkswagen,Gol,2020,90772,2024-09-07,6,Manual
6075,Mercedes-Benz,C-Class,2015,106602,2024-07-24,4,Automático
6076,Peugeot,3008,2018,153050,2024-08-21,12,Manual
6077,Fiat,Tipo,2014,126622,2024-06-30,4,Automático
6078,Honda,HR-V,2020,273776,2024-08-27,19,Manual
6079,Mercedes-Benz,G-Class,2014,174163,2024-07-30,6,Automático
6080,Kia,Niro,2015,75682,2024-08-29,3,Automático
6081,Toyota,Land Cruiser,2018,45646,2024-09-01,3,Manual
6082,Ford,Kuga,2014,203940,2024-08-23,7,Automático
6083,Mitsubishi,Pajero,2017,242813,2024-08-23,20,Manual
6084,BMW,740i,2017,299863,2024-08-31,29,Manual
6085,Peugeot,Expert,2021,203406,2024-08-28,13,Manual
6086,Renault,Kwid,2007,72858,2024-06-06,2,Automático
6087,Volkswagen,Touareg,2016,65077,2024-07-31,2,Automático
6088,Mitsubishi,Galant,2022,84753,2024-08-30,6,Manual
6089,Honda,Odyssey,2018,182095,2024-08-16,13,Manual
6090,Mercedes-Benz,GLE,2015,131170,2024-08-19,5,Automático
6091,Volkswagen,Virtus,2016,292787,2024-09-02,20,Manual
6092,Jeep,Renegade,2020,267360,2024-08-29,23,Manual
6093,Ford,Edge,2022,57174,2024-07-31,2,Automático
6094,Volkswagen,Passat,2009,83746,2024-08-30,7,Manual
6095,Toyota,RAV4,2007,269686,2024-08-13,9,Automático
6096,Renault,Kangoo,2010,108702,2024-07-24,4,Automático
6097,Honda,HR-V,2015,95331,2024-07-23,3,Automático
6098,BMW,320i,2017,42826,2024-05-18,2,Manual
6099,Hyundai,Veloster,2021,213322,2024-09-02,8,Automático
6100,Nissan,Rogue,2013,139536,2024-07-22,5,Automático
6101,Kia,Sorento,2021,31453,2024-06-02,1,Automático
6102,Hyundai,Elantra,2017,238276,2024-09-08,19,Manual
6103,Honda,HR-V,2010,268070,2024-08-22,9,Automático
6104,Mitsubishi,ASX,2008,85120,2024-09-07,2,Automático
6105,Subaru,XV,2014,71387,2024-07-07,4,Manual
6106,Renault,Kangoo,2021,265475,2024-08-21,17,Manual
6107,Renault,Duster,2023,182677,2024-08-23,13,Manual
6108,Nissan,Kicks,2007,40446,2024-03-13,1,Automático
6109,Ford,Kuga,2015,224553,2024-08-02,8,Automático
6110,Ford,Focus,2007,6236,2024-08-29,2,Manual
6111,Volkswagen,Gol,2013,216812,2024-08-09,8,Automático
6112,Hyundai,Creta,2012,128200,2024-08-02,4,Automático
6113,Toyota,RAV4,2015,134082,2024-08-08,8,Manual
6114,Subaru,Outback,2013,59766,2024-06-22,1,Automático
6115,Peugeot,2008,2017,118779,2024-08-31,10,Manual
6116,Kia,Soul,2017,106420,2024-09-07,8,Manual
6117,Renault,Duster,2017,165426,2024-09-03,13,Manual
6118,BMW,118i,2008,107885,2024-08-01,3,Automático
6119,Hyundai,Elantra,2013,214864,2024-08-19,8,Automático
6120,Jeep,Compass,2023,81087,2024-08-14,3,Automático
6121,Peugeot,508,2019,201808,2024-08-24,18,Manual
6122,Kia,Soul,2017,193996,2024-08-31,7,Automático
6123,Kia,Stonic,2017,88317,2024-07-16,3,Automático
6124,Hyundai,Azera,2015,285365,2024-08-29,26,Manual
6125,Hyundai,HB20,2013,80859,2024-06-26,2,Automático
6126,Ford,Edge,2011,190513,2024-08-22,13,Manual
6127,Nissan,Kicks,2015,14009,2024-05-27,1,Manual
6128,BMW,740i,2012,138576,2024-08-12,9,Manual
6129,Ford,EcoSport,2013,258114,2024-09-03,24,Manual
6130,Hyundai,Elantra,2011,49048,2024-03-18,1,Automático
6131,Hyundai,Kona,2023,178026,2024-08-16,13,Manual
6132,Peugeot,Partner,2009,268323,2024-08-27,9,Automático
6133,Subaru,Legacy,2020,6558,2024-03-13,1,Automático
6134,Volkswagen,Jetta,2020,282687,2024-09-02,25,Manual
6135,Fiat,Uno,2013,63655,2024-07-31,2,Automático
6136,BMW,M3,2016,244766,2024-09-08,8,Automático
6137,Kia,Picanto,2009,29965,2024-04-11,1,Automático
6138,Nissan,Altima,2021,224693,2024-09-07,17,Manual
6139,Volkswagen,Amarok,2011,167036,2024-08-30,15,Manual
6140,Fiat,Palio,2008,74271,2024-07-11,2,Automático
6141,Mercedes-Benz,GLA,2015,25253,2024-07-14,1,Automático
6142,Chevrolet,Spin,2018,233466,2024-08-19,8,Automático
6143,Subaru,Outback,2012,198539,2024-09-08,18,Manual
6144,Fiat,Toro,2011,163663,2024-08-26,14,Manual
6145,Jeep,Compass,2014,92312,2024-07-06,3,Automático
6146,Mitsubishi,Galant,2011,71967,2024-07-08,4,Manual
6147,BMW,Z4,2007,262310,2024-09-05,21,Manual
6148,Peugeot,2008,2008,265613,2024-08-13,10,Automático
6149,Volkswagen,Touareg,2020,267350,2024-09-02,10,Automático
6150,Kia,Stonic,2021,45656,2024-06-28,3,Manual
6151,Chevrolet,Cruz,2010,102208,2024-08-08,3,Automático
6152,Mercedes-Benz,G-Class,2015,175278,2024-08-22,7,Automático
6153,Fiat,Tipo,2023,209075,2024-09-06,6,Automático
6154,Hyundai,Veloster,2020,172588,2024-08-20,6,Automático
6155,BMW,X5,2007,252591,2024-08-28,20,Manual
6156,Kia,Seltos,2012,161000,2024-08-23,15,Manual
6157,Renault,Zoe,2013,290785,2024-08-29,22,Manual
6158,Renault,Clio,2021,13686,2024-07-13,1,Automático
6159,Ford,Fusion,2011,32468,2024-07-18,2,Manual
6160,Nissan,Altima,2019,71945,2024-07-18,5,Manual
6161,Ford,Fusion,2014,237021,2024-08-26,20,Manual
6162,Kia,Stonic,2020,166138,2024-07-17,5,Automático
6163,BMW,320i,2014,13602,2024-08-02,1,Automático
6164,Mercedes-Benz,GLE,2009,200616,2024-09-02,15,Manual
6165,Peugeot,Partner,2022,36435,2024-07-11,2,Manual
6166,Fiat,Strada,2009,227496,2024-08-20,9,Automático
6167,Nissan,Rogue,2014,81223,2024-09-07,5,Manual
6168,Hyundai,HB20,2007,295802,2024-09-01,27,Manual
6169,Mercedes-Benz,S-Class,2010,75461,2024-09-04,6,Manual
6170,Fiat,Argo,2013,146973,2024-08-02,4,Automático
6171,Renault,Logan,2007,90466,2024-08-06,8,Manual
6172,Volkswagen,Amarok,2016,74354,2024-06-20,2,Automático
6173,Renault,Sandero,2008,215897,2024-08-23,8,Automático
6174,Honda,Insight,2014,226645,2024-07-31,8,Automático
6175,Fiat,Argo,2008,57431,2024-08-19,5,Manual
6176,Fiat,Fiorino,2020,67255,2024-09-08,2,Automático
6177,Fiat,Tipo,2007,176581,2024-09-03,7,Automático
6178,Toyota,Etios,2021,105312,2024-07-16,4,Automático
6179,Hyundai,Kona,2010,105366,2024-08-31,9,Manual
6180,Toyota,Etios,2007,59641,2024-08-27,2,Automático
6181,Kia,Carnival,2022,197990,2024-08-18,15,Manual
6182,Honda,Civic,2016,114302,2024-08-04,3,Automático
6183,Peugeot,2008,2008,289338,2024-08-18,10,Automático
6184,Hyundai,Creta,2022,156314,2024-09-06,14,Manual
6185,Fiat,Mobi,2023,216616,2024-08-21,8,Automático
6186,Peugeot,5008,2012,255366,2024-09-02,17,Manual
6187,Ford,Edge,2014,107684,2024-09-07,9,Manual
6188,Fiat,Toro,2019,7169,2024-05-20,1,Automático
6189,Mitsubishi,Montero,2013,89860,2024-07-12,3,Automático
6190,Volkswagen,T-Cross,2014,17387,2024-09-06,2,Manual
6191,Renault,Captur,2007,72917,2024-06-19,2,Automático
6192,Peugeot,5008,2015,191154,2024-08-29,17,Manual
6193,Toyota,C-HR,2023,167042,2024-08-17,6,Automático
6194,Mitsubishi,Outlander Sport,2017,189849,2024-08-27,15,Manual
6195,BMW,Z4,2016,144533,2024-07-24,5,Automático
6196,Peugeot,2008,2018,275752,2024-08-28,19,Manual
6197,Honda,Civic,2013,215215,2024-08-27,15,Manual
6198,Peugeot,301,2008,242323,2024-08-25,23,Manual
6199,Mercedes-Benz,C-Class,2022,255393,2024-09-03,19,Manual
6200,Honda,Fit,2011,197730,2024-08-25,19,Manual
6201,Jeep,Renegade,2016,82841,2024-08-11,5,Manual
6202,Chevrolet,Prisma,2022,73087,2024-08-31,2,Automático
6203,Peugeot,508,2022,285778,2024-08-29,25,Manual
6204,Mercedes-Benz,SLC,2011,176274,2024-07-29,6,Automático
6205,Chevrolet,Cobalt,2011,63838,2024-06-29,2,Automático
6206,Nissan,March,2014,147645,2024-08-22,9,Manual
6207,Subaru,Outback,2022,14225,2024-06-07,2,Manual
6208,Mercedes-Benz,A-Class,2017,222220,2024-07-29,7,Automático
6209,Jeep,Cherokee Trailhawk,2017,57862,2024-09-08,4,Manual
6210,Chevrolet,Tracker,2017,131291,2024-08-12,5,Automático
6211,Nissan,Kicks,2009,237174,2024-08-30,15,Manual
6212,Renault,Kangoo,2014,61604,2024-09-05,5,Manual
6213,Toyota,RAV4,2019,264661,2024-08-24,20,Manual
6214,Kia,Seltos,2012,12655,2024-08-22,1,Automático
6215,Ford,Fiesta,2019,84911,2024-07-09,3,Automático
6216,Kia,Seltos,2020,275425,2024-08-24,11,Automático
6217,Renault,Kwid,2009,167756,2024-08-18,14,Manual
6218,Jeep,Wrangler,2020,90987,2024-07-26,7,Manual
6219,BMW,530i,2023,135047,2024-09-04,10,Manual
6220,Honda,Pilot,2016,129986,2024-08-31,5,Automático
6221,Subaru,Legacy,2018,203824,2024-09-04,20,Manual
6222,Hyundai,Santa Fe,2013,271507,2024-09-01,27,Manual
6223,Mercedes-Benz,E-Class,2007,278696,2024-08-09,10,Automático
6224,Toyota,Hilux,2020,194310,2024-08-16,7,Automático
6225,Peugeot,3008,2013,59123,2024-07-03,2,Automático
6226,Ford,Ranger,2014,62043,2024-05-12,2,Automático
6227,Fiat,Toro,2023,183878,2024-08-08,6,Automático
6228,Kia,Optima,2016,225418,2024-09-01,9,Automático
6229,Renault,Clio,2012,237928,2024-09-07,20,Manual
6230,Peugeot,208,2017,256661,2024-09-08,10,Automático
6231,Volkswagen,Touareg,2018,84404,2024-08-30,7,Manual
6232,BMW,M3,2011,248648,2024-09-06,17,Manual
6233,Fiat,Mobi,2021,247350,2024-08-19,9,Automático
6234,Renault,Kangoo,2022,5194,2024-07-21,1,Manual
6235,Mitsubishi,Pajero,2015,57055,2024-04-11,1,Automático
6236,Subaru,Ascent,2009,297718,2024-08-28,26,Manual
6237,Fiat,Argo,2019,222891,2024-08-19,16,Manual
6238,Fiat,Doblò,2018,8442,2024-05-11,1,Automático
6239,Fiat,Uno,2020,187446,2024-08-30,16,Manual
6240,Subaru,Ascent,2015,84241,2024-07-14,5,Manual
6241,Hyundai,Azera,2014,128812,2024-08-16,5,Automático
6242,Subaru,Ascent,2020,238927,2024-08-23,19,Manual
6243,Renault,Talisman,2011,24946,2024-09-01,1,Automático
6244,Nissan,Frontier,2021,290916,2024-09-04,25,Manual
6245,Honda,Accord,2011,62854,2024-09-08,6,Manual
6246,Fiat,Mobi,2016,259207,2024-09-02,10,Automático
6247,Subaru,Forester,2022,38538,2024-06-18,1,Automático
6248,Chevrolet,Tracker,2008,164800,2024-07-24,5,Automático
6249,Fiat,Uno,2015,39411,2024-06-05,2,Manual
6250,Volkswagen,Touareg,2021,102597,2024-07-28,4,Automático
6251,Honda,City,2016,244509,2024-08-15,9,Automático
6252,Mercedes-Benz,C-Class,2010,85531,2024-06-25,3,Automático
6253,Nissan,Frontier,2023,279516,2024-08-12,11,Automático
6254,Ford,Mustang,2010,38389,2024-03-19,1,Automático
6255,Volkswagen,Touareg,2020,81972,2024-07-22,2,Automático
6256,Toyota,RAV4,2010,124833,2024-09-05,9,Manual
6257,Volkswagen,Passat,2015,132534,2024-08-29,4,Automático
6258,Kia,Seltos,2014,197582,2024-09-01,18,Manual
6259,Kia,Seltos,2007,92257,2024-08-04,8,Manual
6260,Kia,Sportage,2019,63617,2024-08-07,6,Manual
6261,Chevrolet,Spin,2009,63424,2024-08-04,2,Automático
6262,Peugeot,Expert,2015,277502,2024-08-14,10,Automático
6263,Toyota,Hilux,2015,228227,2024-08-18,9,Automático
6264,Volkswagen,Touareg,2015,189344,2024-09-05,15,Manual
6265,Hyundai,HB20,2018,55290,2024-07-04,2,Automático
6266,Kia,Optima,2016,127056,2024-08-25,5,Automático
6267,Volkswagen,Polo,2008,220056,2024-09-04,20,Manual
6268,Mercedes-Benz,CLA,2007,189320,2024-08-11,7,Automático
6269,Ford,EcoSport,2017,43514,2024-08-02,2,Manual
6270,Peugeot,3008,2011,139653,2024-09-06,13,Manual
6271,Subaru,Impreza,2021,78248,2024-08-13,7,Manual
6272,Peugeot,308,2017,207532,2024-09-05,14,Manual
6273,Nissan,Titan,2008,291568,2024-09-03,20,Manual
